Year,country,iso_code,population,gdp,energy_per_capita,Temperature anomaly,co2,co2_per_capita,co2_including_luc,land_use_change_co2,coal_co2,oil_co2,gas_co2,share_global_co2,temperature_change_from_co2,Continent
2010,Bulgaria,BGR,7437594.0,109045208364.0,28432.732421875,0.2931592,47.81570053100586,6.428920269012451,40.06099319458008,-7.75471019744873,29.29449462890625,10.91244411468506,5.385715961456299,0.1435145288705825,0.0018180240876972,Europe
2011,Bulgaria,BGR,7380023.0,109435363210.0,30434.416015625,-0.5139856,53.12046051025391,7.197871685028076,50.72200393676758,-2.398454427719116,34.4813232421875,10.106661796569824,6.150853157043457,0.1540617048740387,0.0018415480153635,Europe
2012,Bulgaria,BGR,7317020.0,110261509885.0,29168.732421875,0.5383081,48.27656173706055,6.59784460067749,44.16485595703125,-4.111704349517822,29.41230773925781,10.627171516418455,5.753115177154541,0.1381116509437561,0.0018635446904227,Europe
2013,Bulgaria,BGR,7264605.0,109643527181.0,27270.345703125,0.66630435,42.58298873901367,5.861707210540772,35.55400848388672,-7.0289812088012695,24.99720764160156,9.557036399841309,5.611725807189941,0.1207143813371658,0.0018814969807863,Europe
2014,Bulgaria,BGR,7223450.0,110703533681.0,29286.607421875,0.43528995,45.169063568115234,6.253115177154541,40.288177490234375,-4.880887508392334,26.579479217529297,10.56224536895752,5.602132797241211,0.1273598819971084,0.0019010392716154,Europe
2015,Bulgaria,BGR,7177515.0,114498611934.0,31303.37109375,0.6087267,48.12712478637695,6.705262660980225,42.070899963378906,-6.056225299835205,27.678157806396484,11.488129615783691,5.939854145050049,0.1359387934207916,0.0019214525818824,Europe
2016,Bulgaria,BGR,7127436.0,117979077002.0,29900.98828125,0.5978746,45.34375,6.361860275268555,39.28573226928711,-6.058021068572998,24.15471076965332,11.885828971862791,5.945013046264648,0.128115639090538,0.0019406197825446,Europe
2017,Bulgaria,BGR,7075642.0,121237951710.0,30834.583984375,0.20345676,47.44584274291992,6.705517768859863,41.36814880371094,-6.077696323394775,25.792110443115234,12.162233352661133,6.053034782409668,0.1318870186805725,0.0019608016591519,Europe
2018,Bulgaria,BGR,7024745.0,124492855771.0,31149.056640625,0.6065604,43.503326416015625,6.192869186401367,37.79844284057617,-5.704885005950928,22.113317489624023,12.371563911437988,5.79693078994751,0.1184279471635818,0.0019792465027421,Europe
2019,Bulgaria,BGR,6975466.0,129520075495.0,30327.923828125,1.1946012,42.19498062133789,6.049055576324463,36.51962661743164,-5.675352573394775,20.806325912475582,12.900815963745115,5.265811920166016,0.1137742921710014,0.0019971262663602,Europe
2020,Bulgaria,BGR,6933656.0,124392792956.0,28177.615234375,0.89131516,36.57102966308594,5.2744221687316895,30.31332015991211,-6.25770902633667,16.204029083251953,11.943744659423828,5.309995174407959,0.1040184050798416,0.0020123864524066,Europe
2021,Bulgaria,BGR,6877222.0,133889804025.0,32263.265625,0.22360836,42.36503219604492,6.160195350646973,34.71478271484375,-7.650249004364014,20.42333221435547,12.742101669311523,6.257600784301758,0.1149135828018188,0.0020298261661082,Europe
2022,Bulgaria,BGR,6825862.0,138390156500.0,33606.04296875,0.77625686,46.93179321289063,6.875584602355957,39.548866271972656,-7.382923603057861,25.06834983825684,13.385125160217283,5.018204212188721,0.1250588297843933,0.0020492766052484,Europe
1972,Canada,CAN,22230876.0,464342126500.0,93305.890625,-3.0669925,380.8136596679688,17.12994384765625,625.982177734375,245.1685791015625,62.17748260498047,233.31761169433597,76.48526000976562,2.3471405506134038,0.0150240836665034,North America
1973,Canada,CAN,22512229.0,497617451000.0,100058.65625,-0.31060594,381.2988586425781,16.937410354614258,623.7684326171875,242.46957397460935,52.03979110717773,238.17465209960935,81.86841583251953,2.232783794403076,0.0152881583198904,North America
1974,Canada,CAN,22824085.0,517951814410.0,101795.9375,-1.885511,389.6315612792969,17.071069717407227,644.1061401367188,254.47454833984372,48.52189636230469,248.9224853515625,83.51643371582031,2.292231798171997,0.0155613087117671,North America
1975,Canada,CAN,23148981.0,529610716972.0,98878.53125,-1.2061788,396.7904357910156,17.140729904174805,642.5385131835938,245.7480316162109,61.28829574584961,241.98745727539065,85.91426849365234,2.335644483566284,0.0158343818038702,North America
1976,Canada,CAN,23455783.0,558634695000.0,102191.8046875,-1.0753748,398.9659118652344,17.00927734375,666.8357543945312,267.869873046875,59.10398483276367,233.73388671875,98.9280014038086,2.2335400581359863,0.0161169916391372,North America
1977,Canada,CAN,23730341.0,577419655478.0,106848.125,-0.14427567,407.7904968261719,17.184350967407227,665.99365234375,258.2031555175781,65.03175354003906,233.7024688720703,101.95354461669922,2.221318483352661,0.0163989774882793,North America
1978,Canada,CAN,23978742.0,600763301726.0,107771.140625,-1.6188647,415.5323181152344,17.32919692993164,664.0072021484375,248.4749298095703,69.5127944946289,233.82342529296875,104.5513153076172,2.184167861938477,0.0166789628565311,North America
1979,Canada,CAN,24237173.0,625737107568.0,109757.2265625,-1.241944,441.6840515136719,18.22341537475586,703.638427734375,261.9543151855469,76.03229522705078,244.29556274414065,112.57366943359376,2.2640490531921387,0.0169761292636394,North America
1980,Canada,CAN,24533779.0,634113667343.0,110528.96875,-0.6425113,442.84320068359375,18.05034637451172,710.3333740234375,267.4901733398437,81.16792297363281,241.2943878173828,112.04052734375,2.281545400619507,0.017275933176279,North America
1981,Canada,CAN,24844977.0,653774400000.0,108503.625,0.95782334,429.6224060058594,17.292123794555664,690.3566284179688,260.73419189453125,83.68209838867188,227.9081268310547,110.02625274658205,2.275571823120117,0.017566978931427,North America
1982,Canada,CAN,25140164.0,633852996724.0,104002.0234375,-2.0382135,414.4548645019531,16.485767364501953,661.8306884765625,247.3758544921875,88.44163513183594,208.642822265625,110.3267059326172,2.2128167152404785,0.0178451426327228,North America
1983,Canada,CAN,25412605.0,652317707519.0,102323.4375,-0.91912276,408.3348388671875,16.068201065063477,639.9913330078125,231.6565093994141,93.51993560791016,193.8109436035156,114.031005859375,2.160298585891724,0.0181127656251192,North America
1984,Canada,CAN,25670376.0,689733525765.0,107756.9921875,-0.76375055,425.2369995117188,16.56528091430664,695.2122192382812,269.9752197265625,102.91809844970705,192.50656127929688,121.23076629638672,2.1854937076568604,0.0184050053358078,North America
1985,Canada,CAN,25927463.0,727013329052.0,110202.640625,-1.0836323,421.72601318359375,16.265609741210938,663.5875244140625,241.86148071289065,99.77072143554688,186.6588134765625,125.22452545166016,2.093466758728028,0.0186826549470424,North America
1986,Canada,CAN,26211036.0,746074615843.0,110065.2421875,-1.0794123,404.7152404785156,15.44064235687256,675.0557250976562,270.3404846191406,92.4911880493164,186.4296722412109,115.783447265625,1.9802052974700928,0.0189666133373975,North America
1987,Canada,CAN,26540913.0,776472503351.0,112189.5546875,0.46924052,430.9820556640625,16.2384033203125,691.7191162109375,260.7370300292969,99.03059387207033,201.86441040039065,119.12030029296876,2.041970014572144,0.0192583333700895,North America
1988,Canada,CAN,26927938.0,814240093652.0,115004.9453125,-0.37582007,455.6728210449219,16.92193603515625,704.8560791015625,249.1832275390625,106.4126968383789,210.87982177734372,127.20206451416016,2.0789172649383545,0.0195563994348049,North America
1989,Canada,CAN,27366046.0,833918743195.0,114280.015625,-1.239939,462.8888244628906,16.91471290588379,702.6539306640625,239.7651214599609,106.90086364746094,206.64227294921875,138.42225646972656,2.0850648880004883,0.019853850826621,North America
1990,Canada,CAN,27789437.0,835996817449.0,108263.5078125,-1.2687925,458.0178527832031,16.481725692749023,699.3676147460938,241.34976196289065,99.13868713378906,212.19342041015625,125.70569610595705,2.0148468017578125,0.0201508831232786,North America
1991,Canada,CAN,28157154.0,820274272433.0,107284.5625,-0.61169606,449.7764587402344,15.97378921508789,674.7567749023438,224.98033142089844,104.1518783569336,199.96383666992188,125.27565002441406,1.9382244348526,0.0204388312995433,North America
1992,Canada,CAN,28500066.0,829742094636.0,108832.21875,-1.211659,463.3927612304688,16.259357452392578,701.0460815429688,237.65328979492188,106.9849090576172,202.86203002929688,132.47271728515625,2.057655572891236,0.0207391437143087,North America
1993,Canada,CAN,28830635.0,853775990714.0,110299.5703125,-0.66951156,464.0715942382813,16.096473693847656,696.4268188476562,232.355224609375,99.61761474609376,206.159912109375,137.02178955078125,2.039886713027954,0.0210376847535371,North America
1994,Canada,CAN,29147383.0,894851932653.0,113257.3671875,-0.58403206,478.4678649902344,16.41546630859375,718.1509399414062,239.6830596923828,103.2867660522461,211.172607421875,140.26016235351562,2.0825953483581543,0.0213448945432901,North America
1995,Canada,CAN,29459138.0,921360066054.0,114799.25,-0.4881201,491.3053283691406,16.677518844604492,734.6334838867188,243.32815551757807,104.70929718017578,213.86756896972656,147.98464965820312,2.089181661605835,0.0216608084738254,North America
1996,Canada,CAN,29767210.0,938872519434.0,116706.8125,-1.1263247,507.7752075195313,17.05820655822754,772.4676513671875,264.69244384765625,106.86650848388672,220.80177307128903,154.54666137695312,2.095345973968506,0.021993588656187,North America
1997,Canada,CAN,30059088.0,981728042651.0,116146.0859375,-0.4706738,522.0186767578125,17.366418838500977,755.8056030273438,233.7869415283203,113.73067474365234,228.74887084960935,153.1548309326172,2.14114761352539,0.0223180539906024,North America
1998,Canada,CAN,30329971.0,1022474596969.0,113457.7109375,1.1859754,529.6148071289062,17.46176528930664,759.6697998046875,230.0550079345703,119.8413543701172,231.61802673339844,149.96719360351562,2.1798694133758545,0.0226436704397201,North America
1999,Canada,CAN,30599458.0,1078414980757.0,116044.8359375,0.47182083,543.8594970703125,17.773502349853516,780.2122192382812,236.3527374267578,120.1356430053711,234.58876037597656,162.46835327148438,2.1896469593048096,0.0229780375957489,North America
2000,Canada,CAN,30891800.0,1137681278760.0,118073.0625,-0.34686947,566.6798706054688,18.34402275085449,833.3184814453125,266.6385803222656,129.48281860351562,237.24305725097656,173.03079223632812,2.22127366065979,0.0233378019183874,North America
2001,Canada,CAN,31213578.0,1161459919261.0,114440.515625,0.6702458,558.9805908203125,17.90825080871582,832.71630859375,273.7356872558594,126.84671020507812,241.2818298339844,165.26918029785156,2.175615072250366,0.0236926637589931,North America
2002,Canada,CAN,31535579.0,1199865635264.0,117118.28125,-0.5711768,564.2561645507812,17.892684936523438,805.9857177734375,241.7295379638672,124.5281982421875,242.1967620849609,171.3308563232422,2.1482927799224854,0.0240414384752511,North America
2003,Canada,CAN,31836483.0,1224575760991.0,116565.046875,-0.017879486,581.1903686523438,18.255483627319336,812.9581909179688,231.767822265625,123.57743072509766,257.9126892089844,173.95623779296875,2.101749897003174,0.0243952944874763,North America
2004,Canada,CAN,32132680.0,1265917327101.0,117265.8984375,-1.0646507,576.286376953125,17.934589385986328,810.990234375,234.7037811279297,116.2325668334961,263.6665954589844,169.7281951904297,2.0142815113067627,0.0247478857636451,North America
2005,Canada,CAN,32440172.0,1310077836124.0,117037.1015625,0.5351941,570.3961181640625,17.583017349243164,808.7048950195312,238.3087921142578,117.26052856445312,258.1053466796875,168.7094268798828,1.927082061767578,0.0250951331108808,North America
2006,Canada,CAN,32759174.0,1348293394113.0,112017.78125,1.4278146,566.3153686523438,17.2872314453125,768.0338134765625,201.71836853027344,114.60435485839844,256.93658447265625,168.04872131347656,1.851057529449463,0.0254299268126487,North America
2007,Canada,CAN,33092171.0,1379925831954.0,118416.2265625,-0.24715512,589.9562377929688,17.827667236328125,759.127685546875,169.17141723632812,119.20381927490234,263.61676025390625,180.4145050048828,1.872921109199524,0.0257624275982379,North America
2008,Canada,CAN,33449088.0,1397938727409.0,115754.15625,-0.4477346,574.21435546875,17.16681671142578,735.37255859375,161.15821838378906,113.14427185058594,255.2203063964844,180.74171447753903,1.7916394472122192,0.0260866228491067,North America
2009,Canada,CAN,33826370.0,1360538049277.0,109988.28125,-0.27171347,541.1298828125,15.997278213500977,653.9527587890625,112.82291412353516,93.71363067626952,251.4790496826172,173.86363220214844,1.7171630859375,0.0263760909438133,North America
2010,Canada,CAN,34196900.0,1406355361431.0,109967.6953125,2.0105917,554.3074340820312,16.20928955078125,643.367431640625,89.05996704101562,96.39471435546876,257.1850891113281,177.71046447753906,1.6637041568756104,0.0266636665910482,North America
2011,Canada,CAN,34555449.0,1454221365109.0,112865.4765625,0.30612025,562.8324584960938,16.287805557250977,695.5986938476562,132.76625061035156,87.3817138671875,258.63641357421875,193.458984375,1.6323453187942505,0.0269744452089071,North America
2012,Canada,CAN,34922513.0,1479829523672.0,111724.2890625,0.76278037,561.76953125,16.086172103881836,700.0014038085938,138.23184204101562,82.20912170410156,258.23828125,196.53192138671875,1.6071343421936035,0.0272862110286951,North America
2013,Canada,CAN,35293421.0,1514296485427.0,113458.8359375,-0.27704954,568.5897216796875,16.11035919189453,706.7574462890625,138.16775512695312,79.92080688476562,259.85040283203125,203.56431579589844,1.6118396520614624,0.0276006776839494,North America
2014,Canada,CAN,35634265.0,1557757464897.0,112508.4375,-0.41019437,564.938232421875,15.853792190551758,720.202880859375,155.26463317871094,77.55775451660156,252.104248046875,210.1711578369141,1.5929147005081177,0.0279201604425907,North America
2015,Canada,CAN,35962236.0,1568025782105.0,111824.3359375,0.18931626,563.0025634765625,15.65538215637207,725.9655151367188,162.9629669189453,74.33643341064453,251.9708404541016,212.6798858642578,1.5902442932128906,0.0282402075827121,North America
2016,Canada,CAN,36353345.0,1583727974022.0,109289.4453125,1.0524259,553.70703125,15.231253623962402,693.3831176757812,139.67611694335938,74.5321044921875,247.8419647216797,209.46681213378903,1.5644609928131104,0.0285476967692375,North America
2017,Canada,CAN,36808498.0,1631871440185.0,109394.1640625,0.4862113,566.6602783203125,15.394822120666504,729.884521484375,163.2242431640625,73.96281433105469,252.35650634765625,217.1017303466797,1.5751672983169556,0.0288684349507093,North America
2018,Canada,CAN,37294996.0,1677189073139.0,109464.796875,-0.5078126,575.0907592773438,15.420051574707031,716.2936401367188,141.20289611816406,62.46744155883789,258.21630859375,230.62901306152344,1.5655542612075806,0.0291852559894323,North America
2019,Canada,CAN,37782934.0,1708858221312.0,107455.625,0.0808839,579.0070190429688,15.324564933776855,698.9672241210938,119.960205078125,59.811222076416016,260.94189453125,233.90940856933597,1.5612311363220217,0.0294977221637964,North America
2020,Canada,CAN,38171903.0,1622144486274.0,100465.109375,0.14486949,524.2079467773438,13.732821464538574,646.3289184570312,122.12097930908205,49.442344665527344,225.77264404296875,224.87586975097656,1.4909963607788086,0.0297863278537988,North America
2021,Canada,CAN,38454058.0,1703443269914.0,100431.0078125,0.9466178,537.4786376953125,13.977163314819336,672.7169189453125,135.23828125,47.058990478515625,233.62391662597656,231.2293243408203,1.4578909873962402,0.030085202306509,North America
2022,Canada,CAN,38821259.0,1761295624423.0,102122.421875,0.12674737,547.6576538085938,14.107158660888672,661.6423950195312,113.98469543457033,39.15651321411133,242.2908935546875,240.854248046875,1.459339618682861,0.0303802546113729,North America
1972,Chile,CHL,10174678.0,82793308007.0,9724.6396484375,-0.5744949,28.138996124267575,2.7655909061431885,73.50198364257812,45.36299133300781,4.357062816619873,16.288599014282227,2.554140090942383,0.1734343618154525,0.001456509809941,South America
1973,Chile,CHL,10340367.0,78292277630.0,9259.04296875,-0.61137897,27.588491439819336,2.6680378913879395,74.10352325439453,46.51503372192383,4.671599864959717,15.421775817871094,2.2643520832061768,0.1615508198738098,0.0014861423987895,South America
1974,Chile,CHL,10505817.0,79171405778.0,9130.8701171875,-0.8258944,25.87799644470215,2.4632065296173096,65.91620635986328,40.038211822509766,4.487765789031982,14.822449684143066,2.256705045700073,0.1522421985864639,0.0015131869586184,South America
1975,Chile,CHL,10671567.0,69003129149.0,8136.39501953125,-0.8622051,22.946678161621094,2.15026330947876,76.00154113769531,53.05486297607422,3.568166971206665,12.876908302307127,2.256664037704468,0.1350720226764679,0.0015426269965246,South America
1976,Chile,CHL,10838255.0,71648444839.0,8319.0341796875,-0.9800281,24.028886795043945,2.217043876647949,59.18837738037109,35.15948867797852,3.64623498916626,13.753084182739258,1.597746968269348,0.1345214694738388,0.0015678167110309,South America
1977,Chile,CHL,11005518.0,78841260101.0,8575.5185546875,-0.08480624,23.01692008972168,2.091398239135742,50.32339096069336,27.306474685668945,3.850863933563232,14.084416389465332,1.505903959274292,0.1253778785467147,0.0015897329431027,South America
1978,Chile,CHL,11172698.0,85389957250.0,8780.6103515625,-0.00088814896,22.842018127441406,2.0444495677948,45.55559158325195,22.71357536315918,3.916815996170044,14.546079635620115,0.912335991859436,0.1200647950172424,0.0016097724437713,South America
1979,Chile,CHL,11339778.0,92570918701.0,9133.908203125,0.017248949,24.72966766357422,2.1807894706726074,44.456241607666016,19.7265739440918,4.246575832366943,15.421775817871094,1.4179680347442627,0.1267629712820053,0.0016294223023578,South America
1980,Chile,CHL,11508553.0,100109709187.0,9295.388671875,-0.26652837,25.09995460510254,2.18098258972168,43.02409744262695,17.924142837524414,5.117865085601807,15.441518783569336,1.4324159622192385,0.1293159276247024,0.0016487940447404,South America
1981,Chile,CHL,11678714.0,106358277083.0,9211.86328125,-0.20776017,24.34714126586914,2.084745168685913,36.302337646484375,11.955192565917969,4.932480812072754,15.753889083862305,1.6417169570922852,0.128958985209465,0.001665509189479,South America
1982,Chile,CHL,11850214.0,92080692234.0,8491.9287109375,-0.107449494,20.47526741027832,1.727839469909668,30.711715698242188,10.23644733428955,3.293936014175415,14.10273551940918,1.6964319944381714,0.1093195378780365,0.0016797998687252,South America
1983,Chile,CHL,12026139.0,89603038518.0,8692.853515625,-0.07842302,20.67408561706543,1.7190958261489868,30.81966590881348,10.145580291748049,4.041391849517822,13.600768089294434,1.8026880025863647,0.109376423060894,0.0016939508495852,South America
1984,Chile,CHL,12207731.0,94938076265.0,8889.8232421875,-0.786606,22.004684448242188,1.8025203943252563,32.41132354736328,10.406639099121094,5.2248640060424805,13.688703536987305,1.8100160360336304,0.1130924746394157,0.0017087401356548,South America
1985,Chile,CHL,12395277.0,96833632000.0,8866.2705078125,-0.22559755,21.292251586914062,1.7177714109420776,30.68055534362793,9.388303756713867,5.0571818351745605,13.247618675231934,1.846971035003662,0.1056956872344017,0.0017226493218913,South America
1986,Chile,CHL,12588923.0,102072825000.0,9068.701171875,-0.491938,22.0224723815918,1.7493531703948977,26.041000366210938,4.018528938293457,5.299016952514648,14.123383522033691,1.6857179403305054,0.1077523380517959,0.0017352566355839,South America
1987,Chile,CHL,12790156.0,108707265000.0,9369.1357421875,-0.095626555,22.410186767578125,1.7521432638168335,28.080995559692383,5.670808792114258,5.232192039489746,14.61569595336914,1.6524640321731567,0.1061782613396644,0.0017483086558058,South America
1988,Chile,CHL,12999426.0,116634121000.0,10286.3603515625,-0.34853235,26.600006103515625,2.0462446212768555,36.11024856567383,9.510241508483888,7.188767910003662,16.301136016845703,2.202064037322998,0.1213572695851326,0.0017642676830291,South America
1989,Chile,CHL,13215015.0,129084510000.0,11185.94140625,-0.2627912,32.017860412597656,2.422839403152466,34.44976806640625,2.4319067001342773,9.885472297668455,17.920623779296875,3.253632068634033,0.1442232131958007,0.0017802793299779,South America
1990,Chile,CHL,13437181.0,133955187000.0,11585.80859375,-0.29471457,32.90815353393555,2.4490370750427246,33.61219024658203,0.7040375471115112,10.707393646240234,18.52723503112793,2.6127209663391118,0.1447648555040359,0.0017958314856514,South America
1991,Chile,CHL,13662482.0,143694660776.0,12806.1796875,-0.4717926,30.89179039001465,2.2610671520233154,29.00310707092285,-1.8886821269989011,8.627702713012695,19.11283302307129,2.198141098022461,0.1331221759319305,0.0018097299616783,South America
1992,Chile,CHL,13884579.0,160277244361.0,13986.306640625,-0.6397907,32.00067138671875,2.3047635555267334,30.477619171142575,-1.5230515003204346,7.456240177154541,20.81884765625,2.61243200302124,0.1420962214469909,0.0018241768702864,South America
1993,Chile,CHL,14102276.0,170385338997.0,14552.8330078125,-0.17732246,34.097862243652344,2.417897939682007,41.38662338256836,7.288758277893066,7.628448009490967,22.81939125061035,2.447551965713501,0.1498815566301345,0.0018426745664328,South America
1994,Chile,CHL,14316263.0,178942754051.0,15051.501953125,0.08985492,37.974876403808594,2.652569055557251,41.412147521972656,3.4372718334198,9.361519813537598,24.23369598388672,2.6307520866394043,0.1652907133102417,0.0018615929875522,South America
1995,Chile,CHL,14527382.0,196694148759.0,15986.056640625,-0.12557869,41.56267547607422,2.86098861694336,46.51933670043945,4.956658840179443,10.314160346984863,26.83513641357422,2.616096019744873,0.1767373085021972,0.0018823164282366,South America
1996,Chile,CHL,14734049.0,209865805164.0,16685.5,-0.23795839,48.22628784179688,3.273118495941162,54.91968536376953,6.693395137786865,14.415274620056152,29.25926971435547,2.6822519302368164,0.199006900191307,0.0019061337225139,South America
1997,Chile,CHL,14932436.0,222279419403.0,18822.02734375,0.06703138,55.942020416259766,3.746342420578003,71.30769348144531,15.365679740905762,18.605791091918945,31.052400588989254,4.5287041664123535,0.2294556349515915,0.0019363469909876,South America
1998,Chile,CHL,15127799.0,227977542773.0,18606.529296875,0.5117602,57.25843048095703,3.78498101234436,68.11969757080078,10.861268043518066,17.77039909362793,31.20995140075684,6.441311836242676,0.2356729954481125,0.0019650103058665,South America
1999,Chile,CHL,15319311.0,224771940848.0,19133.70703125,-0.06658939,61.4079704284668,4.008533477783203,74.72210693359375,13.314132690429688,18.51785659790039,32.15526580810547,9.031760215759276,0.2472362518310547,0.0019961295183748,South America
2000,Chile,CHL,15503638.0,233340518904.0,19827.041015625,-0.5600953,58.50262069702149,3.773476839065552,81.40914154052734,22.90652275085449,14.241968154907228,30.627376556396484,11.918992042541504,0.229318767786026,0.0020293830893933,South America
2001,Chile,CHL,15683852.0,239642803054.0,19978.82421875,-0.22755794,52.91838836669922,3.374068260192871,79.1836929321289,26.265310287475582,9.26323413848877,28.467588424682617,13.51743221282959,0.2059642821550369,0.0020611830987036,South America
2002,Chile,CHL,15857926.0,243288829547.0,20229.71875,-0.4228449,54.83561325073242,3.45793080329895,74.36099243164062,19.52538108825684,9.379839897155762,30.32326316833496,13.50550365447998,0.2087756246328354,0.0020921744871884,South America
2003,Chile,CHL,16024755.0,250723122339.0,20124.47265625,0.22616291,55.10021209716797,3.438443422317505,86.55040740966797,31.450197219848636,9.244272232055664,29.58679962158203,14.736607551574709,0.1992580443620681,0.0021260983776301,South America
2004,Chile,CHL,16187324.0,264146071325.0,21269.66796875,0.2869146,59.22108840942383,3.658485412597656,85.28854370117188,26.06745338439941,10.273856163024902,31.323535919189453,16.048320770263672,0.2069942057132721,0.0021604425273835,South America
2005,Chile,CHL,16348780.0,278000705012.0,21856.490234375,-0.16128457,61.116455078125,3.738288402557373,89.72074890136719,28.604297637939453,10.240880012512209,33.8260498046875,15.557344436645508,0.2064818292856216,0.002196222776547,South America
2006,Chile,CHL,16509195.0,293258343549.0,22392.509765625,0.24717514,64.04827880859375,3.879551887512207,88.91035461425781,24.8620719909668,12.534543991088867,35.73499298095703,14.33356761932373,0.2093481123447418,0.0022319492418318,South America
2007,Chile,CHL,16671571.0,305709457316.0,22151.396484375,-0.50213146,70.46924591064453,4.226911067962647,102.15086364746094,31.68161964416504,13.002864837646484,47.22285842895508,8.763835906982422,0.2237171828746795,0.0022721169516444,South America
2008,Chile,CHL,16838987.0,314032357531.0,21931.583984375,0.058743954,70.54901123046875,4.18962287902832,107.7494888305664,37.20048522949219,16.732627868652344,47.548946380615234,4.825240135192871,0.2201240509748459,0.0023142446298152,South America
2009,Chile,CHL,17009730.0,306660166266.0,20833.51171875,-0.07173395,65.95976257324219,3.8777666091918954,100.2366714477539,34.27690505981445,13.428560256958008,44.93163299560547,6.379024028778076,0.2093095928430557,0.0023534677457064,South America
2010,Chile,CHL,17181463.0,321457401232.0,21182.576171875,-0.34261537,71.34748077392578,4.152584552764893,110.12403106689452,38.77655029296875,16.525484085083008,43.4609260559082,10.226746559143066,0.2141430675983429,0.0023959253448992,South America
2011,Chile,CHL,17351810.0,338708860136.0,22228.908203125,-0.12305963,78.07144165039062,4.499325275421143,113.14606475830078,35.07462692260742,20.848159790039062,45.62779235839844,10.44972801208496,0.226425364613533,0.0024399135727435,South America
2012,Chile,CHL,17519116.0,359556383692.0,22988.9765625,0.11585271,79.62088775634766,4.544800758361816,117.9059829711914,38.285099029541016,23.478912353515625,45.1624641418457,9.808527946472168,0.2277828454971313,0.0024853309150785,South America
2013,Chile,CHL,17687006.0,371454072393.0,23393.40625,0.18505172,81.73326873779297,4.621091365814209,118.04255676269533,36.30928802490234,25.395183563232425,45.9135856628418,9.29190444946289,0.2316977232694625,0.0025306395255029,South America
2014,Chile,CHL,17864192.0,378114271615.0,22924.8515625,0.0023326476,77.5862045288086,4.343113422393799,115.15825653076172,37.57204818725586,24.38506317138672,43.81983184814453,8.295684814453125,0.2187640964984893,0.0025745404418557,South America
2015,Chile,CHL,18047630.0,386251266445.0,22952.033203125,0.3905022,81.7784652709961,4.531257629394531,117.02867126464844,35.25020980834961,27.19054412841797,44.35271835327149,9.112367630004885,0.2309896051883697,0.0026195009704679,South America
2016,Chile,CHL,18267225.0,393022253885.0,23753.109375,0.6947465,84.25049591064453,4.612112522125244,120.35965728759766,36.109161376953125,27.014671325683597,46.06380844116211,9.951423645019531,0.2380439490079879,0.0026653672102838,South America
2017,Chile,CHL,18558868.0,398359518680.0,24265.859375,0.20489033,84.1346206665039,4.533391952514648,116.73733520507812,32.60271072387695,27.75359916687012,45.4646110534668,9.943665504455566,0.2338722348213195,0.002710498869419,South America
2018,Chile,CHL,18893185.0,414254051745.0,24785.533203125,0.12169246,84.44264221191406,4.469476222991943,113.95323181152344,29.51058959960937,27.06963157653809,46.57310485839844,9.980735778808594,0.2298759371042251,0.0027546565979719,South America
2019,Chile,CHL,19197748.0,417331966568.0,24689.287109375,0.4728645,91.97705078125,4.7910332679748535,119.134765625,27.157716751098636,31.01698112487793,48.022274017333984,12.05137062072754,0.2480063736438751,0.0028012336697429,South America
2020,Chile,CHL,19370621.0,391686945225.0,22842.71875,0.45478153,80.17822265625,4.139166355133057,114.26434326171876,34.08612060546875,25.192522048950195,43.03539657592773,11.04279613494873,0.2280496656894683,0.0028444351628422,South America
2021,Chile,CHL,19456323.0,437659188270.0,24509.1015625,0.4092312,83.63031005859375,4.298361778259277,106.37257385253906,22.742265701293945,24.10074615478516,46.490478515625,12.083348274230955,0.2268441170454025,0.0028856287244707,South America
2022,Chile,CHL,19553033.0,448338105532.0,25750.75390625,-0.23876859,85.74378204345703,4.385190963745117,103.2862777709961,17.542497634887695,19.858369827270508,52.15911483764648,12.867072105407717,0.2284808754920959,0.002926584566012,South America
1972,China,CHN,863677810.0,1233564930000.0,3495.327392578125,-1.0577315,968.6358032226562,1.121524453163147,2523.55810546875,1554.92236328125,770.7364501953125,138.32752990722656,9.280948638916016,5.970174789428711,0.0243994016200304,Asia
1973,China,CHN,882576945.0,1334375220000.0,3610.895263671875,-0.68700856,1008.2686157226562,1.1424144506454468,2408.26416015625,1399.99560546875,783.7552490234375,158.8197479248047,11.4683198928833,5.904150485992432,0.0253084152936935,Asia
1974,China,CHN,900307580.0,1367631650000.0,3650.709716796875,-1.0928293,1028.0634765625,1.1419025659561155,2408.8955078125,1380.8321533203125,776.1157836914062,182.57345581054688,14.439824104309082,6.048174858093262,0.0262225437909364,Asia
1975,China,CHN,916116796.0,1460733630000.0,4017.436767578125,-0.6251766,1183.153564453125,1.291487693786621,2387.82421875,1204.6707763671875,906.6560668945312,204.19171142578125,16.971702575683594,6.964447498321533,0.0271510258316993,Asia
1976,China,CHN,930372293.0,1413710515000.0,4164.81298828125,-1.2699074,1226.3394775390625,1.3181169033050537,2248.830322265625,1022.4907836914062,910.4050903320312,238.98440551757807,19.367904663085938,6.865444183349609,0.0280422866344451,Asia
1977,China,CHN,943546374.0,1493489265000.0,4477.9482421875,-1.0550675,1340.7152099609375,1.420932054519653,2932.454345703125,1591.7392578125,998.6268920898438,257.48394775390625,23.23708724975586,7.303150653839111,0.0291597209870815,Asia
